"activity","subject_id","variable","average"
"LAYING",20,"fBodyAcc_mean_Y",-0.324959680379103
"LAYING",20,"fBodyAcc_mean_Z",-0.67195587225
"LAYING",20,"fBodyAcc_std_X",-0.538561223491667
"LAYING",20,"fBodyAcc_std_Y",-0.273948137371154
"LAYING",20,"fBodyAcc_std_Z",-0.65088931224359
"LAYING",20,"fBodyAccJerk_mean_X",-0.624523279069231
"LAYING",20,"fBodyAccJerk_mean_Y",-0.466996133878205
"LAYING",20,"fBodyAccJerk_mean_Z",-0.730766642435897
"LAYING",20,"fBodyAccJerk_std_X",-0.584111033739744
"LAYING",20,"fBodyAccJerk_std_Y",-0.420402255935897
"LAYING",20,"fBodyAccJerk_std_Z",-0.745732864166667
"LAYING",20,"fBodyGyro_mean_X",-0.579382474189103
"LAYING",20,"fBodyGyro_mean_Y",-0.526303994216667
"LAYING",20,"fBodyGyro_mean_Z",-0.431155163544231
"LAYING",20,"fBodyGyro_std_X",-0.676883051647436
"LAYING",20,"fBodyGyro_std_Y",-0.46709876350641
"LAYING",20,"fBodyGyro_std_Z",-0.522534472884615
"LAYING",20,"fBodyAccMag_mean",-0.505493351425641
"LAYING",20,"fBodyAccMag_std",-0.604222557220513
"LAYING",20,"fBodyBodyAccJerkMag_mean",-0.538159936420513
"LAYING",20,"fBodyBodyAccJerkMag_std",-0.548497929924744
"LAYING",20,"fBodyBodyGyroMag_mean",-0.547332691298077
"LAYING",20,"fBodyBodyGyroMag_std",-0.588328799467949
"LAYING",20,"fBodyBodyGyroJerkMag_mean",-0.659341951769231
"LAYING",20,"fBodyBodyGyroJerkMag_std",-0.670451894533974
"LAYING",24,"tBodyAcc_mean_X",0.276767046391076
"LAYING",24,"tBodyAcc_mean_Y",-0.0176822460103885
"LAYING",24,"tBodyAcc_mean_Z",-0.107914503687664
"LAYING",24,"tBodyAcc_std_X",-0.675459176298425
"LAYING",24,"tBodyAcc_std_Y",-0.582490655185302
"LAYING",24,"tBodyAcc_std_Z",-0.636497458900262
"LAYING",24,"tGravityAcc_mean_X",0.69498126808399
"LAYING",24,"tGravityAcc_mean_Y",0.0729509702152231
"LAYING",24,"tGravityAcc_mean_Z",0.0623227714146982
"LAYING",24,"tGravityAcc_std_X",-0.975329699658793
"LAYING",24,"tGravityAcc_std_Y",-0.96089816664042
"LAYING",24,"tGravityAcc_std_Z",-0.955724566194226
"LAYING",24,"tBodyAccJerk_mean_X",0.0784735003467192
"LAYING",24,"tBodyAccJerk_mean_Y",0.00396900308574016
"LAYING",24,"tBodyAccJerk_mean_Z",-0.00700960558805774
"LAYING",24,"tBodyAccJerk_std_X",-0.74030054488189
"LAYING",24,"tBodyAccJerk_std_Y",-0.685979796261942
"LAYING",24,"tBodyAccJerk_std_Z",-0.736374232574803
"LAYING",24,"tBodyGyro_mean_X",-0.0212578096847769
"LAYING",24,"tBodyGyro_mean_Y",-0.0782440202677165
"LAYING",24,"tBodyGyro_mean_Z",0.0841740375981627
"LAYING",24,"tBodyGyro_std_X",-0.776199049939633
"LAYING",24,"tBodyGyro_std_Y",-0.763365457296588
"LAYING",24,"tBodyGyro_std_Z",-0.708251676335958
"LAYING",24,"tBodyGyroJerk_mean_X",-0.0998294248142257
"LAYING",24,"tBodyGyroJerk_mean_Y",-0.0390749421383202
"LAYING",24,"tBodyGyroJerk_mean_Z",-0.0552987683401575
"LAYING",24,"tBodyGyroJerk_std_X",-0.764490030609974
"LAYING",24,"tBodyGyroJerk_std_Y",-0.792718702440945
"LAYING",24,"tBodyGyroJerk_std_Z",-0.796816516614173
"LAYING",24,"tBodyAccMag_mean",-0.620032665162467
"LAYING",24,"tBodyAccMag_std",-0.650862147810236
"LAYING",24,"tGravityAccMag_mean",-0.620032665162467
"LAYING",24,"tGravityAccMag_std",-0.650862147810236
"LAYING",24,"tBodyAccJerkMag_mean",-0.713667423769029
"LAYING",24,"tBodyAccJerkMag_std",-0.689391189346457
"LAYING",24,"tBodyGyroMag_mean",-0.682447212750656
"LAYING",24,"tBodyGyroMag_std",-0.742983126606299
"LAYING",24,"tBodyGyroJerkMag_mean",-0.791646550787402
"LAYING",24,"tBodyGyroJerkMag_std",-0.788997850813648
"LAYING",24,"fBodyAcc_mean_X",-0.707613779580052
"LAYING",24,"fBodyAcc_mean_Y",-0.611509042586877
"LAYING",24,"fBodyAcc_mean_Z",-0.65585899482231
"LAYING",24,"fBodyAcc_std_X",-0.664356691751496
"LAYING",24,"fBodyAcc_std_Y",-0.594676790059055
"LAYING",24,"fBodyAcc_std_Z",-0.655360521446194
"LAYING",24,"fBodyAccJerk_mean_X",-0.752245372493438
"LAYING",24,"fBodyAccJerk_mean_Y",-0.703641614506562
"LAYING",24,"fBodyAccJerk_mean_Z",-0.719655747391076
"LAYING",24,"fBodyAccJerk_std_X",-0.751378154304462
"LAYING",24,"fBodyAccJerk_std_Y",-0.688280461860892
"LAYING",24,"fBodyAccJerk_std_Z",-0.751628687821522
"LAYING",24,"fBodyGyro_mean_X",-0.722607377748032
"LAYING",24,"fBodyGyro_mean_Y",-0.753710479580053
"LAYING",24,"fBodyGyro_mean_Z",-0.70948857687664
"LAYING",24,"fBodyGyro_std_X",-0.794063529133858
"LAYING",24,"fBodyGyro_std_Y",-0.771969808976378
"LAYING",24,"fBodyGyro_std_Z",-0.735749934304462
"LAYING",24,"fBodyAccMag_mean",-0.650121872273806
"LAYING",24,"fBodyAccMag_std",-0.705928425819685
"LAYING",24,"fBodyBodyAccJerkMag_mean",-0.696845583388451
"LAYING",24,"fBodyBodyAccJerkMag_std",-0.682447145993307
"LAYING",24,"fBodyBodyGyroMag_mean",-0.754131617480315
"LAYING",24,"fBodyBodyGyroMag_std",-0.782076276167979
"LAYING",24,"fBodyBodyGyroJerkMag_mean",-0.795019165380577
"LAYING",24,"fBodyBodyGyroJerkMag_std",-0.796157264514436
"LAYING",27,"tBodyAcc_mean_X",0.277798919328859
"LAYING",27,"tBodyAcc_mean_Y",-0.0169386590334393
"LAYING",27,"tBodyAcc_mean_Z",-0.112273368370134
"LAYING",27,"tBodyAcc_std_X",-0.574783321550336
"LAYING",27,"tBodyAcc_std_Y",-0.541012892132886
"LAYING",27,"tBodyAcc_std_Z",-0.60815876533557
"LAYING",27,"tGravityAcc_mean_X",0.585139591107383
"LAYING",27,"tGravityAcc_mean_Y",0.0234793061308725
"LAYING",27,"tGravityAcc_mean_Z",0.120613102375168
"LAYING",27,"tGravityAcc_std_X",-0.971679845234899
"LAYING",27,"tGravityAcc_std_Y",-0.969891146979866
"LAYING",27,"tGravityAcc_std_Z",-0.956568824597315
"LAYING",27,"tBodyAccJerk_mean_X",0.076859186338255
"LAYING",27,"tBodyAccJerk_mean_Y",0.0051839851588557
"LAYING",27,"tBodyAccJerk_mean_Z",-0.00554795896677852
"LAYING",27,"tBodyAccJerk_std_X",-0.624308492209396
"LAYING",27,"tBodyAccJerk_std_Y",-0.593582093143792
"LAYING",27,"tBodyAccJerk_std_Z",-0.729557309630873
"LAYING",27,"tBodyGyro_mean_X",-0.0683332171546644
"LAYING",27,"tBodyGyro_mean_Y",-0.0496441313538255
"LAYING",27,"tBodyGyro_mean_Z",0.116262252263758
"LAYING",27,"tBodyGyro_std_X",-0.745669027144295
"LAYING",27,"tBodyGyro_std_Y",-0.754439610369128
"LAYING",27,"tBodyGyro_std_Z",-0.594631679097315
"LAYING",27,"tBodyGyroJerk_mean_X",-0.0873862322442852
"LAYING",27,"tBodyGyroJerk_mean_Y",-0.0464751059848658
"LAYING",27,"tBodyGyroJerk_mean_Z",-0.0600793214
"LAYING",27,"tBodyGyroJerk_std_X",-0.776155496711409
"LAYING",27,"tBodyGyroJerk_std_Y",-0.796468156174497
"LAYING",27,"tBodyGyroJerk_std_Z",-0.727982409261745
"LAYING",27,"tBodyAccMag_mean",-0.535726883050671
"LAYING",27,"tBodyAccMag_std",-0.600445866154362
"LAYING",27,"tGravityAccMag_mean",-0.535726883050671
"LAYING",27,"tGravityAccMag_std",-0.600445866154362
"LAYING",27,"tBodyAccJerkMag_mean",-0.626287365461409
"LAYING",27,"tBodyAccJerkMag_std",-0.618887250102013
"LAYING",27,"tBodyGyroMag_mean",-0.622646577775503
"LAYING",27,"tBodyGyroMag_std",-0.697498265308054
"LAYING",27,"tBodyGyroJerkMag_mean",-0.778275050167785
"LAYING",27,"tBodyGyroJerkMag_std",-0.796244747537248
"LAYING",27,"fBodyAcc_mean_X",-0.600641532119463
"LAYING",27,"fBodyAcc_mean_Y",-0.553874359468121
"LAYING",27,"fBodyAcc_mean_Z",-0.646548247644295
"LAYING",27,"fBodyAcc_std_X",-0.566781295338926
"LAYING",27,"fBodyAcc_std_Y",-0.565176644248322
"LAYING",27,"fBodyAcc_std_Z",-0.620141790812081
"LAYING",27,"fBodyAccJerk_mean_X",-0.641991780991611
"LAYING",27,"fBodyAccJerk_mean_Y",-0.618436710858725
"LAYING",27,"fBodyAccJerk_mean_Z",-0.711004343278523
"LAYING",27,"fBodyAccJerk_std_X",-0.63962383364094
"LAYING",27,"fBodyAccJerk_std_Y",-0.594512488954698
"LAYING",27,"fBodyAccJerk_std_Z",-0.746736746744966
"LAYING",27,"fBodyGyro_mean_X",-0.711546673275168
"LAYING",27,"fBodyGyro_mean_Y",-0.745557413412416
"LAYING",27,"fBodyGyro_mean_Z",-0.630494529231544
"LAYING",27,"fBodyGyro_std_X",-0.758703337557047
"LAYING",27,"fBodyGyro_std_Y",-0.763234809362416
"LAYING",27,"fBodyGyro_std_Z",-0.623261741473154
"LAYING",27,"fBodyAccMag_mean",-0.585787631892617
"LAYING",27,"fBodyAccMag_std",-0.672092417700336
"LAYING",27,"fBodyBodyAccJerkMag_mean",-0.609647345982886
"LAYING",27,"fBodyBodyAccJerkMag_std",-0.633580675552349
"LAYING",27,"fBodyBodyGyroMag_mean",-0.735008737516779
"LAYING",27,"fBodyBodyGyroMag_std",-0.726661203895973
"LAYING",27,"fBodyBodyGyroJerkMag_mean",-0.796725772701342
"LAYING",27,"fBodyBodyGyroJerkMag_std",-0.810137398130872
"LAYING",28,"tBodyAcc_mean_X",0.277532554764398
"LAYING",28,"tBodyAcc_mean_Y",-0.0191721442063089
"LAYING",28,"tBodyAcc_mean_Z",-0.109710873104188
"LAYING",28,"tBodyAcc_std_X",-0.649040391307853
"LAYING",28,"tBodyAcc_std_Y",-0.573651895933508
"LAYING",28,"tBodyAcc_std_Z",-0.685821415026178
"LAYING",28,"tGravityAcc_mean_X",0.62376789513089
"LAYING",28,"tGravityAcc_mean_Y",-0.14757775521466
"LAYING",28,"tGravityAcc_mean_Z",-0.0469931021049738
"LAYING",28,"tGravityAcc_std_X",-0.973873328062827
"LAYING",28,"tGravityAcc_std_Y",-0.960365626256545
"LAYING",28,"tGravityAcc_std_Z",-0.946225637251309
"LAYING",28,"tBodyAccJerk_mean_X",0.0807263062382199
"LAYING",28,"tBodyAccJerk_mean_Y",0.0138224436546073
"LAYING",28,"tBodyAccJerk_mean_Z",0.000824208324801046
"LAYING",28,"tBodyAccJerk_std_X",-0.680813725392147
"LAYING",28,"tBodyAccJerk_std_Y",-0.651619848945026
"LAYING",28,"tBodyAccJerk_std_Z",-0.800870581884817
"LAYING",28,"tBodyGyro_mean_X",-0.064496354556466
"LAYING",28,"tBodyGyro_mean_Y",-0.0471474023101021
"LAYING",28,"tBodyGyro_mean_Z",0.100840281329581
"LAYING",28,"tBodyGyro_std_X",-0.740276591873298
"LAYING",28,"tBodyGyro_std_Y",-0.741285540196335
"LAYING",28,"tBodyGyro_std_Z",-0.669789662889791
"LAYING",28,"tBodyGyroJerk_mean_X",-0.0881213551172775
"LAYING",28,"tBodyGyroJerk_mean_Y",-0.0447972595862042
"LAYING",28,"tBodyGyroJerk_mean_Z",-0.0607680707408115
"LAYING",28,"tBodyGyroJerk_std_X",-0.720515676293194
"LAYING",28,"tBodyGyroJerk_std_Y",-0.825038783246073
"LAYING",28,"tBodyGyroJerk_std_Z",-0.769755981125654
"LAYING",28,"tBodyAccMag_mean",-0.610030902501309
"LAYING",28,"tBodyAccMag_std",-0.635821226515969
"LAYING",28,"tGravityAccMag_mean",-0.610030902501309
"LAYING",28,"tGravityAccMag_std",-0.635821226515969
"LAYING",28,"tBodyAccJerkMag_mean",-0.689429387759162
"LAYING",28,"tBodyAccJerkMag_std",-0.687703433627487
"LAYING",28,"tBodyGyroMag_mean",-0.648538641430367
"LAYING",28,"tBodyGyroMag_std",-0.710956808836911
"LAYING",28,"tBodyGyroJerkMag_mean",-0.78929494326178
"LAYING",28,"tBodyGyroJerkMag_std",-0.805738383010471
"LAYING",28,"fBodyAcc_mean_X",-0.654156519193717
"LAYING",28,"fBodyAcc_mean_Y",-0.584932500113874
"LAYING",28,"fBodyAcc_mean_Z",-0.715134474431937
"LAYING",28,"fBodyAcc_std_X",-0.647807192984293
"LAYING",28,"fBodyAcc_std_Y",-0.595110472615916
"LAYING",28,"fBodyAcc_std_Z",-0.695767279528796
"LAYING",28,"fBodyAccJerk_mean_X",-0.686723799059424
"LAYING",28,"fBodyAccJerk_mean_Y",-0.670718095926963
"LAYING",28,"fBodyAccJerk_mean_Z",-0.779061720358639
"LAYING",28,"fBodyAccJerk_std_X",-0.704073382410995
"LAYING",28,"fBodyAccJerk_std_Y",-0.654855915271466
"LAYING",28,"fBodyAccJerk_std_Z",-0.821715494424084
"LAYING",28,"fBodyGyro_mean_X",-0.674356656020942
"LAYING",28,"fBodyGyro_mean_Y",-0.747067907931937
"LAYING",28,"fBodyGyro_mean_Z",-0.673513886890838
"LAYING",28,"fBodyGyro_std_X",-0.762030978010471
"LAYING",28,"fBodyGyro_std_Y",-0.740819453429319
"LAYING",28,"fBodyGyro_std_Z",-0.700291282881152
"LAYING",28,"fBodyAccMag_mean",-0.628763247405236
"LAYING",28,"fBodyAccMag_std",-0.696993999667801
"LAYING",28,"fBodyBodyAccJerkMag_mean",-0.675428720467801
"LAYING",28,"fBodyBodyAccJerkMag_std",-0.706415829342932
"LAYING",28,"fBodyBodyGyroMag_mean",-0.73790809206911
"LAYING",28,"fBodyBodyGyroMag_std",-0.743784612693717
"LAYING",28,"fBodyBodyGyroJerkMag_mean",-0.806882151753927
"LAYING",28,"fBodyBodyGyroJerkMag_std",-0.818448508376963
"LAYING",29,"tBodyAcc_mean_X",0.279111521944767
"LAYING",29,"tBodyAcc_mean_Y",-0.018471953048314
"LAYING",29,"tBodyAcc_mean_Z",-0.108675612269477
"LAYING",29,"tBodyAcc_std_X",-0.574295395364826
"LAYING",29,"tBodyAcc_std_Y",-0.598400275636657
"LAYING",29,"tBodyAcc_std_Z",-0.606461283926453
"LAYING",29,"tGravityAcc_mean_X",0.683067625610465
"LAYING",29,"tGravityAcc_mean_Y",0.115489757911628
"LAYING",29,"tGravityAcc_mean_Z",0.208215370043721
"LAYING",29,"tGravityAcc_std_X",-0.973282885843023
"LAYING",29,"tGravityAcc_std_Y",-0.964643161017442
"LAYING",29,"tGravityAcc_std_Z",-0.941621790232558
"LAYING",29,"tBodyAccJerk_mean_X",0.0788382324713372
"LAYING",29,"tBodyAccJerk_mean_Y",0.00900161248883721
"LAYING",29,"tBodyAccJerk_mean_Z",-0.00355290542467733
"LAYING",29,"tBodyAccJerk_std_X",-0.623456414216366
"LAYING",29,"tBodyAccJerk_std_Y",-0.635499779848779
"LAYING",29,"tBodyAccJerk_std_Z",-0.793746797790698
"LAYING",29,"tBodyGyro_mean_X",-0.0101831910869331
"LAYING",29,"tBodyGyro_mean_Y",-0.0882883296441861
"LAYING",29,"tBodyGyro_mean_Z",0.0881626266546221
"LAYING",29,"tBodyGyro_std_X",-0.73469927369157
"LAYING",29,"tBodyGyro_std_Y",-0.634569173421512
"LAYING",29,"tBodyGyro_std_Z",-0.713864583982558
"LAYING",29,"tBodyGyroJerk_mean_X",-0.100707751809855
"LAYING",29,"tBodyGyroJerk_mean_Y",-0.0464322029527616
"LAYING",29,"tBodyGyroJerk_mean_Z",-0.052785999031686
"LAYING",29,"tBodyGyroJerk_std_X",-0.736117664139535
"LAYING",29,"tBodyGyroJerk_std_Y",-0.853639613139535
"LAYING",29,"tBodyGyroJerk_std_Z",-0.770221314302326
"LAYING",29,"tBodyAccMag_mean",-0.553585593347965
"LAYING",29,"tBodyAccMag_std",-0.579067216088081
"LAYING",29,"tGravityAccMag_mean",-0.553585593347965
"LAYING",29,"tGravityAccMag_std",-0.579067216088081
"LAYING",29,"tBodyAccJerkMag_mean",-0.664538060484884
"LAYING",29,"tBodyAccJerkMag_std",-0.620472049862791
"LAYING",29,"tBodyGyroMag_mean",-0.602228993700349
"LAYING",29,"tBodyGyroMag_std",-0.653732301592151
"LAYING",29,"tBodyGyroJerkMag_mean",-0.802293906366279
"LAYING",29,"tBodyGyroJerkMag_std",-0.840156364186047
"LAYING",29,"fBodyAcc_mean_X",-0.579901000186134
"LAYING",29,"fBodyAcc_mean_Y",-0.587686308146221
"LAYING",29,"fBodyAcc_mean_Z",-0.680547675465116
"LAYING",29,"fBodyAcc_std_X",-0.5727879490375
"LAYING",29,"fBodyAcc_std_Y",-0.630978844851831
"LAYING",29,"fBodyAcc_std_Z",-0.602550925183721
"LAYING",29,"fBodyAccJerk_mean_X",-0.629875853152035
"LAYING",29,"fBodyAccJerk_mean_Y",-0.641289075786337
"LAYING",29,"fBodyAccJerk_mean_Z",-0.768433928313954
"LAYING",29,"fBodyAccJerk_std_X",-0.651564188964826
"LAYING",29,"fBodyAccJerk_std_Y",-0.655526116655523
"LAYING",29,"fBodyAccJerk_std_Z",-0.818292780813954
"LAYING",29,"fBodyGyro_mean_X",-0.685747413486628
"LAYING",29,"fBodyGyro_mean_Y",-0.735972301656977
"LAYING",29,"fBodyGyro_mean_Z",-0.689221357718023
"LAYING",29,"fBodyGyro_std_X",-0.752567831707849
"LAYING",29,"fBodyGyro_std_Y",-0.588857987485174
"LAYING",29,"fBodyGyro_std_Z",-0.749163172296512
"LAYING",29,"fBodyAccMag_mean",-0.589294014734302
"LAYING",29,"fBodyAccMag_std",-0.639314176054942
"LAYING",29,"fBodyBodyAccJerkMag_mean",-0.609879937469099
"LAYING",29,"fBodyBodyAccJerkMag_std",-0.636434470547384
"LAYING",29,"fBodyBodyGyroMag_mean",-0.722018434984302
"LAYING",29,"fBodyBodyGyroMag_std",-0.671454324368401
"LAYING",29,"fBodyBodyGyroJerkMag_mean",-0.840464164156977
"LAYING",29,"fBodyBodyGyroJerkMag_std",-0.851462426569767
"LAYING",30,"tBodyAcc_mean_X",0.276305836721932
"LAYING",30,"tBodyAcc_mean_Y",-0.0175856077340209
"LAYING",30,"tBodyAcc_mean_Z",-0.10589355727859
"LAYING",30,"tBodyAcc_std_X",-0.615890785389034
"LAYING",30,"tBodyAcc_std_Y",-0.519047387875457
"LAYING",30,"tBodyAcc_std_Z",-0.522643273772115
"LAYING",30,"tGravityAcc_mean_X",0.696858200678851
"LAYING",30,"tGravityAcc_mean_Y",0.0512698188974987
"LAYING",30,"tGravityAcc_mean_Z",0.184343178348037
"LAYING",30,"tGravityAcc_std_X",-0.974319118563969
"LAYING",30,"tGravityAcc_std_Y",-0.952288292767624
"LAYING",30,"tGravityAcc_std_Z",-0.92943263464752
"LAYING",30,"tBodyAccJerk_mean_X",0.0734799270148825
"LAYING",30,"tBodyAccJerk_mean_Y",0.00730438257971279
"LAYING",30,"tBodyAccJerk_mean_Z",-0.000653871890373369
"LAYING",30,"tBodyAccJerk_std_X",-0.679007254150131
"LAYING",30,"tBodyAccJerk_std_Y",-0.6607705539047
"LAYING",30,"tBodyAccJerk_std_Z",-0.781644485013055
"LAYING",30,"tBodyGyro_mean_X",-0.0354229280326632
"LAYING",30,"tBodyGyro_mean_Y",-0.0717482452402089
"LAYING",30,"tBodyGyro_mean_Z",0.0834544586693995
"LAYING",30,"tBodyGyro_std_X",-0.671005846122715
"LAYING",30,"tBodyGyro_std_Y",-0.538990663942298
"LAYING",30,"tBodyGyro_std_Z",-0.589783442185379
"LAYING",30,"tBodyGyroJerk_mean_X",-0.0926769005274151
"LAYING",30,"tBodyGyroJerk_mean_Y",-0.0412903779669452
"LAYING",30,"tBodyGyroJerk_mean_Z",-0.0493556177875196
"LAYING",30,"tBodyGyroJerk_std_X",-0.780636429556136
"LAYING",30,"tBodyGyroJerk_std_Y",-0.79894807305483
"LAYING",30,"tBodyGyroJerk_std_Z",-0.76322854691906
"LAYING",30,"tBodyAccMag_mean",-0.538131194183003
"LAYING",30,"tBodyAccMag_std",-0.588158111633681
"LAYING",30,"tGravityAccMag_mean",-0.538131194183003
"LAYING",30,"tGravityAccMag_std",-0.588158111633681
"LAYING",30,"tBodyAccJerkMag_mean",-0.697050126998956
"LAYING",30,"tBodyAccJerkMag_std",-0.658972148093473
"LAYING",30,"tBodyGyroMag_mean",-0.510032754098198
"LAYING",30,"tBodyGyroMag_std",-0.573779428671018
"LAYING",30,"tBodyGyroJerkMag_mean",-0.785870931331593
"LAYING",30,"tBodyGyroJerkMag_std",-0.810398514673629
"LAYING",30,"fBodyAcc_mean_X",-0.635650125322193
"LAYING",30,"fBodyAcc_mean_Y",-0.55849001001906
"LAYING",30,"fBodyAcc_mean_Z",-0.634958546900783
"LAYING",30,"fBodyAcc_std_X",-0.609238911508407
"LAYING",30,"fBodyAcc_std_Y",-0.531321491840992
"LAYING",30,"fBodyAcc_std_Z",-0.506570361273995
"LAYING",30,"fBodyAccJerk_mean_X",-0.685307771157441
"LAYING",30,"fBodyAccJerk_mean_Y",-0.671673670524282
"LAYING",30,"fBodyAccJerk_mean_Z",-0.755432212793734
"LAYING",30,"fBodyAccJerk_std_X",-0.701879208571802
"LAYING",30,"fBodyAccJerk_std_Y",-0.672622022924282
"LAYING",30,"fBodyAccJerk_std_Z",-0.807184940939948
"LAYING",30,"fBodyGyro_mean_X",-0.667418236692689
"LAYING",30,"fBodyGyro_mean_Y",-0.629910665959817
"LAYING",30,"fBodyGyro_mean_Z",-0.615699347830287
"LAYING",30,"fBodyGyro_std_X",-0.676801995680601
"LAYING",30,"fBodyGyro_std_Y",-0.496310421449608
"LAYING",30,"fBodyGyro_std_Z",-0.620253390415144
"LAYING",30,"fBodyAccMag_mean",-0.600372067046214
"LAYING",30,"fBodyAccMag_std",-0.646522810920757
"LAYING",30,"fBodyBodyAccJerkMag_mean",-0.656339723754047
"LAYING",30,"fBodyBodyAccJerkMag_std",-0.664600262443812
"LAYING",30,"fBodyBodyGyroMag_mean",-0.669600510563003
"LAYING",30,"fBodyBodyGyroMag_std",-0.589192650089817
"LAYING",30,"fBodyBodyGyroJerkMag_mean",-0.811292332428198
"LAYING",30,"fBodyBodyGyroJerkMag_std",-0.822805618746736
"SITTING",12,"tBodyAcc_mean_X",0.275639357761194
"SITTING",12,"tBodyAcc_mean_Y",-0.0184861388459702
"SITTING",12,"tBodyAcc_mean_Z",-0.107917262447761
"SITTING",12,"tBodyAcc_std_X",-0.508665196767164
"SITTING",12,"tBodyAcc_std_Y",-0.401357613464179
"SITTING",12,"tBodyAcc_std_Z",-0.722443639029851
"SITTING",12,"tGravityAcc_mean_X",0.629964778955224
"SITTING",12,"tGravityAcc_mean_Y",0.112652596558955
"SITTING",12,"tGravityAcc_mean_Z",-0.0494520137037313
"SITTING",12,"tGravityAcc_std_X",-0.973039656865672
"SITTING",12,"tGravityAcc_std_Y",-0.961684570149254
"SITTING",12,"tGravityAcc_std_Z",-0.956887170522388
"SITTING",12,"tBodyAccJerk_mean_X",0.0572366455208955
"SITTING",12,"tBodyAccJerk_mean_Y",0.010632586489403
"SITTING",12,"tBodyAccJerk_mean_Z",0.0155338481445373
"SITTING",12,"tBodyAccJerk_std_X",-0.487513853589552
"SITTING",12,"tBodyAccJerk_std_Y",-0.441798499370224
"SITTING",12,"tBodyAccJerk_std_Z",-0.813044700746269
"SITTING",12,"tBodyGyro_mean_X",-0.0702784362985075
"SITTING",12,"tBodyGyro_mean_Y",-0.0422418424895522
"SITTING",12,"tBodyGyro_mean_Z",0.089311570049403
"SITTING",12,"tBodyGyro_std_X",-0.677307561997761
"SITTING",12,"tBodyGyro_std_Y",-0.680398804104478
"SITTING",12,"tBodyGyro_std_Z",-0.699245741395522
"SITTING",12,"tBodyGyroJerk_mean_X",-0.0726924262059701
"SITTING",12,"tBodyGyroJerk_mean_Y",-0.0457374795179104
"SITTING",12,"tBodyGyroJerk_mean_Z",-0.0515110922703731
"SITTING",12,"tBodyGyroJerk_std_X",-0.623189590291045
"SITTING",12,"tBodyGyroJerk_std_Y",-0.786312781716418
"SITTING",12,"tBodyGyroJerk_std_Z",-0.71311417830597
"SITTING",12,"tBodyAccMag_mean",-0.485419876919403
"SITTING",12,"tBodyAccMag_std",-0.509050737147015
"SITTING",12,"tGravityAccMag_mean",-0.485419876919403
"SITTING",12,"tGravityAccMag_std",-0.509050737147015
"SITTING",12,"tBodyAccJerkMag_mean",-0.553813266144776
"SITTING",12,"tBodyAccJerkMag_std",-0.468462139639552
"SITTING",12,"tBodyGyroMag_mean",-0.585957269414925
"SITTING",12,"tBodyGyroMag_std",-0.641774640228657
